Year,Geography,Parent_Code_1,Parent_Code_2,Org_Code,Contract_Type,Age_Group,Gender,Dentist_Count
2012-13,4.Clinical Commissioning Group,Y58,Q86,15C,Mixed,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y58,Q86,15C,PDS,35-44,M,3
2012-13,4.Clinical Commissioning Group,Y58,Q86,15C,PDS,55+,M,4
2012-13,4.Clinical Commissioning Group,Y58,Q86,15C,PDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y58,Q86,15C,TDS,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y58,Q86,15C,TDS,55+,M,2
2012-13,4.Clinical Commissioning Group,Y58,Q86,99N,GDS,35-44,M,16
2012-13,4.Clinical Commissioning Group,Y58,Q86,99N,GDS,45-54,F,23
2012-13,4.Clinical Commissioning Group,Y58,Q86,99N,GDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y58,Q86,99N,PDS,35-44,M,4
2012-13,4.Clinical Commissioning Group,Y58,Q86,99N,PDS,55+,M,2
2012-13,4.Clinical Commissioning Group,Y59,Q87,10C,GDS,45-54,M,9
2012-13,4.Clinical Commissioning Group,Y59,Q87,10C,GDS,Under 35,F,6
2012-13,4.Clinical Commissioning Group,Y59,Q87,10C,PDS,Under 35,F,2
2012-13,4.Clinical Commissioning Group,Y59,Q87,10J,GDS,45-54,M,12
2012-13,4.Clinical Commissioning Group,Y59,Q87,10J,GDS,55+,M,10
2012-13,4.Clinical Commissioning Group,Y59,Q87,10K,GDS,35-44,F,10
2012-13,4.Clinical Commissioning Group,Y59,Q87,10K,PDS,55+,F,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10K,PDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10K,TDS,45-54,M,7
2012-13,4.Clinical Commissioning Group,Y59,Q87,10K,TDS,55+,M,10
2012-13,4.Clinical Commissioning Group,Y59,Q87,10L,GDS,45-54,M,5
2012-13,4.Clinical Commissioning Group,Y59,Q87,10L,GDS,Under 35,F,8
2012-13,4.Clinical Commissioning Group,Y59,Q87,10L,Mixed,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10L,PDS,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10L,PDS,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10L,TDS,55+,F,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10Q,GDS,Under 35,F,88
2012-13,4.Clinical Commissioning Group,Y59,Q87,10Q,Mixed,55+,F,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10Q,Mixed,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y59,Q87,10Q,PDS,35-44,M,3
2012-13,4.Clinical Commissioning Group,Y59,Q87,10Q,PDS,45-54,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08C,GDS,35-44,M,19
2012-13,4.Clinical Commissioning Group,Y56,Q71,08C,GDS,45-54,F,5
2012-13,4.Clinical Commissioning Group,Y56,Q71,08C,GDS,Under 35,M,27
2012-13,4.Clinical Commissioning Group,Y56,Q71,08C,Mixed,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08C,PDS,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08C,PDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08D,GDS,35-44,M,15
2012-13,4.Clinical Commissioning Group,Y56,Q71,08D,GDS,55+,M,20
2012-13,4.Clinical Commissioning Group,Y56,Q71,08D,GDS,Under 35,M,31
2012-13,4.Clinical Commissioning Group,Y56,Q71,08D,Mixed,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08D,PDS,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08E,GDS,35-44,M,9
2012-13,4.Clinical Commissioning Group,Y56,Q71,08E,GDS,55+,M,23
2012-13,4.Clinical Commissioning Group,Y56,Q71,08E,GDS,Under 35,M,13
2012-13,4.Clinical Commissioning Group,Y56,Q71,08E,Mixed,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08E,PDS,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08F,GDS,45-54,M,17
2012-13,4.Clinical Commissioning Group,Y56,Q71,08F,GDS,55+,M,7
2012-13,4.Clinical Commissioning Group,Y56,Q71,08F,TDS,Under 35,F,7
2012-13,4.Clinical Commissioning Group,Y56,Q71,08G,GDS,45-54,F,7
2012-13,4.Clinical Commissioning Group,Y56,Q71,08G,GDS,55+,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08H,GDS,35-44,F,11
2012-13,4.Clinical Commissioning Group,Y56,Q71,08H,GDS,Under 35,F,33
2012-13,4.Clinical Commissioning Group,Y56,Q71,08H,PDS,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08H,PDS,Under 35,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08H,TDS,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08H,TDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08J,GDS,45-54,F,8
2012-13,4.Clinical Commissioning Group,Y56,Q71,08J,GDS,55+,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08J,GDS,Under 35,F,26
2012-13,4.Clinical Commissioning Group,Y56,Q71,08J,TDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08K,GDS,45-54,M,10
2012-13,4.Clinical Commissioning Group,Y56,Q71,08K,GDS,55+,M,10
2012-13,4.Clinical Commissioning Group,Y56,Q71,08K,TDS,35-44,F,4
2012-13,4.Clinical Commissioning Group,Y56,Q71,08K,TDS,Under 35,F,11
2012-13,4.Clinical Commissioning Group,Y56,Q71,08L,GDS,35-44,M,17
2012-13,4.Clinical Commissioning Group,Y56,Q71,08L,GDS,45-54,F,9
2012-13,4.Clinical Commissioning Group,Y56,Q71,08L,GDS,Under 35,M,33
2012-13,4.Clinical Commissioning Group,Y56,Q71,08L,PDS,Under 35,M,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08M,GDS,55+,M,14
2012-13,4.Clinical Commissioning Group,Y56,Q71,08M,GDS,Under 35,M,33
2012-13,4.Clinical Commissioning Group,Y56,Q71,08N,GDS,45-54,M,23
2012-13,4.Clinical Commissioning Group,Y56,Q71,08N,GDS,55+,M,11
2012-13,4.Clinical Commissioning Group,Y56,Q71,08N,GDS,Under 35,M,47
2012-13,4.Clinical Commissioning Group,Y56,Q71,08N,Mixed,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08N,PDS,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08P,GDS,35-44,F,4
2012-13,4.Clinical Commissioning Group,Y56,Q71,08P,GDS,Under 35,F,14
2012-13,4.Clinical Commissioning Group,Y56,Q71,08P,PDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08P,PDS,Under 35,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08P,TDS,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Q,PDS,35-44,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08R,GDS,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08R,GDS,55+,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08R,GDS,Under 35,F,21
2012-13,4.Clinical Commissioning Group,Y56,Q71,08R,PDS,35-44,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08R,TDS,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08T,GDS,45-54,M,10
2012-13,4.Clinical Commissioning Group,Y56,Q71,08T,PDS,35-44,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08T,TDS,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08V,GDS,45-54,M,15
2012-13,4.Clinical Commissioning Group,Y56,Q71,08V,PDS,35-44,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08V,TDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08W,GDS,35-44,M,13
2012-13,4.Clinical Commissioning Group,Y56,Q71,08W,GDS,45-54,F,4
2012-13,4.Clinical Commissioning Group,Y56,Q71,08W,GDS,Under 35,M,24
2012-13,4.Clinical Commissioning Group,Y56,Q71,08W,PDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08W,PDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08X,GDS,55+,M,12
2012-13,4.Clinical Commissioning Group,Y56,Q71,08X,GDS,Under 35,M,33
2012-13,4.Clinical Commissioning Group,Y56,Q71,08X,PDS,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,GDS,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,GDS,55+,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,GDS,Under 35,F,30
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,Mixed,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,Mixed,Under 35,M,4
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,PDS,35-44,M,6
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,PDS,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,PDS,Under 35,M,6
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,TDS,35-44,M,5
2012-13,4.Clinical Commissioning Group,Y56,Q71,08Y,TDS,55+,M,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,09A,GDS,45-54,F,4
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,Mixed,Under 35,M,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,PDS,35-44,M,4
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,PDS,Under 35,M,12
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,TDS,35-44,F,10
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,TDS,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,TDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,TDS,Under 35,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q74,00C,GDS,35-44,F,6
2012-13,4.Clinical Commissioning Group,Y63,Q74,00C,GDS,45-54,M,7
2012-13,4.Clinical Commissioning Group,Y63,Q74,00C,GDS,55+,M,9
2012-13,4.Clinical Commissioning Group,Y63,Q74,00C,GDS,Under 35,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q74,00C,PDS,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,00D,GDS,35-44,F,10
2012-13,4.Clinical Commissioning Group,Y63,Q74,00D,GDS,45-54,M,23
2012-13,4.Clinical Commissioning Group,Y63,Q74,00D,GDS,55+,M,12
2012-13,4.Clinical Commissioning Group,Y63,Q74,00D,GDS,Under 35,F,29
2012-13,4.Clinical Commissioning Group,Y63,Q74,00D,Mixed,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,00J,GDS,35-44,F,19
2012-13,4.Clinical Commissioning Group,Y63,Q74,00J,GDS,55+,M,9
2012-13,4.Clinical Commissioning Group,Y63,Q74,00J,TDS,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q74,00K,GDS,35-44,M,15
2012-13,4.Clinical Commissioning Group,Y63,Q74,00K,GDS,Under 35,M,16
2012-13,4.Clinical Commissioning Group,Y63,Q74,00K,Mixed,35-44,F,7
2012-13,4.Clinical Commissioning Group,Y63,Q74,00K,PDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q74,00K,PDS,45-54,M,3
2012-13,4.Clinical Commissioning Group,Y63,Q74,00K,PDS,Under 35,F,4
2012-13,4.Clinical Commissioning Group,Y63,Q74,00L,GDS,35-44,F,20
2012-13,4.Clinical Commissioning Group,Y63,Q74,00L,GDS,45-54,M,22
2012-13,4.Clinical Commissioning Group,Y63,Q74,00L,GDS,55+,M,9
2012-13,4.Clinical Commissioning Group,Y63,Q74,00L,GDS,Under 35,F,36
2012-13,4.Clinical Commissioning Group,Y63,Q74,00L,Mixed,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,00M,GDS,45-54,M,15
2012-13,4.Clinical Commissioning Group,Y63,Q74,00M,Mixed,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,00M,PDS,35-44,F,4
2012-13,4.Clinical Commissioning Group,Y63,Q74,00M,PDS,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,00N,GDS,35-44,M,8
2012-13,4.Clinical Commissioning Group,Y63,Q74,00N,GDS,45-54,M,10
2012-13,4.Clinical Commissioning Group,Y63,Q74,00P,GDS,45-54,F,5
2012-13,4.Clinical Commissioning Group,Y63,Q74,00P,GDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q74,00P,PDS,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,00P,PDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,00P,TDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q74,00P,TDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,01H,GDS,45-54,M,27
2012-13,4.Clinical Commissioning Group,Y63,Q74,01H,GDS,55+,M,31
2012-13,4.Clinical Commissioning Group,Y63,Q74,01H,GDS,Under 35,F,48
2012-13,4.Clinical Commissioning Group,Y63,Q74,01H,Mixed,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,01H,PDS,45-54,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q74,01H,TDS,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,03D,GDS,35-44,M,8
2012-13,4.Clinical Commissioning Group,Y63,Q74,03D,PDS,35-44,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q74,03D,TDS,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,03D,TDS,45-54,M,3
2012-13,4.Clinical Commissioning Group,Y63,Q74,03D,TDS,Under 35,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q74,13T,GDS,35-44,F,28
2012-13,4.Clinical Commissioning Group,Y63,Q74,13T,GDS,45-54,M,31
2012-13,4.Clinical Commissioning Group,Y63,Q74,13T,GDS,55+,M,20
2012-13,4.Clinical Commissioning Group,Y63,Q74,13T,Mixed,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,13T,Mixed,55+,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,13T,PDS,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,13T,TDS,55+,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q74,99C,GDS,55+,M,4
2012-13,4.Clinical Commissioning Group,Y63,Q74,99C,GDS,Under 35,M,25
2012-13,4.Clinical Commissioning Group,Y63,Q74,99C,PDS,35-44,F,8
2012-13,4.Clinical Commissioning Group,Y63,Q74,99C,PDS,55+,M,4
2012-13,4.Clinical Commissioning Group,Y63,Q74,99C,PDS,Under 35,F,5
2012-13,4.Clinical Commissioning Group,Y56,Q71,07L,GDS,45-54,M,4
2012-13,4.Clinical Commissioning Group,Y56,Q71,07L,GDS,55+,M,9
2012-13,4.Clinical Commissioning Group,Y56,Q71,07L,TDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07L,TDS,Under 35,F,8
2012-13,4.Clinical Commissioning Group,Y56,Q71,07M,Mixed,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07M,PDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07M,TDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07M,TDS,55+,F,4
2012-13,4.Clinical Commissioning Group,Y56,Q71,07N,PDS,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,GDS,45-54,F,13
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,GDS,55+,F,5
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,Mixed,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,PDS,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,PDS,55+,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,PDS,Under 35,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,TDS,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07P,TDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Q,GDS,35-44,F,24
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Q,GDS,Under 35,F,44
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Q,Mixed,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Q,PDS,55+,F,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Q,PDS,Under 35,F,8
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Q,TDS,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07R,GDS,35-44,M,20
2012-13,4.Clinical Commissioning Group,Y56,Q71,07R,GDS,55+,M,13
2012-13,4.Clinical Commissioning Group,Y56,Q71,07R,GDS,Under 35,M,17
2012-13,4.Clinical Commissioning Group,Y56,Q71,07R,Mixed,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07R,PDS,45-54,M,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,07R,PDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07R,TDS,Under 35,F,6
2012-13,4.Clinical Commissioning Group,Y56,Q71,07T,GDS,35-44,F,7
2012-13,4.Clinical Commissioning Group,Y56,Q71,07T,GDS,Under 35,F,19
2012-13,4.Clinical Commissioning Group,Y56,Q71,07T,PDS,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07T,PDS,Under 35,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07T,TDS,35-44,M,9
2012-13,4.Clinical Commissioning Group,Y56,Q71,07T,TDS,45-54,F,6
2012-13,4.Clinical Commissioning Group,Y56,Q71,07T,TDS,Under 35,M,11
2012-13,4.Clinical Commissioning Group,Y56,Q71,07V,GDS,35-44,F,22
2012-13,4.Clinical Commissioning Group,Y56,Q71,07V,GDS,Under 35,F,81
2012-13,4.Clinical Commissioning Group,Y56,Q71,07V,TDS,35-44,M,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07V,TDS,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07V,TDS,Under 35,M,5
2012-13,4.Clinical Commissioning Group,Y56,Q71,07W,GDS,45-54,M,18
2012-13,4.Clinical Commissioning Group,Y56,Q71,07W,GDS,55+,M,16
2012-13,4.Clinical Commissioning Group,Y56,Q71,07W,TDS,35-44,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,07X,PDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Y,GDS,35-44,M,23
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Y,GDS,55+,M,10
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Y,GDS,Under 35,M,24
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Y,Mixed,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Y,Mixed,55+,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,07Y,PDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y56,Q71,08A,Mixed,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08A,PDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y56,Q71,08A,PDS,Under 35,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08A,TDS,55+,F,3
2012-13,4.Clinical Commissioning Group,Y56,Q71,08A,TDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,02P,GDS,45-54,M,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,02P,GDS,55+,M,11
2012-13,4.Clinical Commissioning Group,Y63,Q72,02P,GDS,Under 35,F,34
2012-13,4.Clinical Commissioning Group,Y63,Q72,02Q,GDS,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02Q,PDS,Under 35,M,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,02Q,TDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,02R,GDS,35-44,M,12
2012-13,4.Clinical Commissioning Group,Y63,Q72,02R,PDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02R,PDS,55+,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02T,GDS,45-54,F,8
2012-13,4.Clinical Commissioning Group,Y63,Q72,02T,PDS,Under 35,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,GDS,35-44,M,10
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,GDS,Under 35,M,9
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,PDS,45-54,M,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,PDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,PDS,Under 35,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,TDS,45-54,F,9
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,TDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02W,TDS,Under 35,F,15
2012-13,4.Clinical Commissioning Group,Y63,Q72,02X,GDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02X,Mixed,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02X,Mixed,Under 35,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02X,PDS,35-44,M,9
2012-13,4.Clinical Commissioning Group,Y63,Q72,02X,PDS,45-54,M,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,02X,TDS,Under 35,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,02Y,GDS,35-44,M,16
2012-13,4.Clinical Commissioning Group,Y63,Q72,02Y,PDS,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,02Y,PDS,55+,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03A,GDS,35-44,M,8
2012-13,4.Clinical Commissioning Group,Y63,Q72,03A,PDS,55+,M,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,03A,TDS,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03E,GDS,35-44,F,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,03E,GDS,55+,M,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,03E,PDS,45-54,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,GDS,35-44,F,6
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,GDS,45-54,M,15
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,GDS,55+,M,6
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,GDS,Under 35,M,12
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,Mixed,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,PDS,35-44,F,6
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,PDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03F,PDS,Under 35,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03H,Mixed,35-44,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03H,PDS,Under 35,M,4
2012-13,4.Clinical Commissioning Group,Y63,Q72,03J,GDS,45-54,F,4
2012-13,4.Clinical Commissioning Group,Y63,Q72,03J,GDS,55+,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,03J,PDS,35-44,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03J,TDS,45-54,M,5
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,GDS,35-44,F,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,GDS,45-54,M,5
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,GDS,55+,M,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,GDS,Under 35,M,4
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,PDS,35-44,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,PDS,45-54,M,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,PDS,55+,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,03K,PDS,Under 35,F,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03L,GDS,45-54,F,9
2012-13,4.Clinical Commissioning Group,Y63,Q72,03L,GDS,Under 35,F,29
2012-13,4.Clinical Commissioning Group,Y63,Q72,03L,PDS,35-44,M,4
2012-13,4.Clinical Commissioning Group,Y63,Q72,03L,PDS,45-54,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,03M,GDS,35-44,F,10
2012-13,4.Clinical Commissioning Group,Y63,Q72,03M,GDS,55+,M,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,03M,PDS,35-44,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03N,GDS,35-44,F,27
2012-13,4.Clinical Commissioning Group,Y63,Q72,03N,GDS,45-54,M,31
2012-13,4.Clinical Commissioning Group,Y63,Q72,03N,GDS,55+,M,28
2012-13,4.Clinical Commissioning Group,Y63,Q72,03N,Mixed,45-54,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03N,PDS,35-44,F,6
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,GDS,35-44,M,30
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,GDS,45-54,M,12
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,GDS,Under 35,M,34
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,Mixed,45-54,M,1
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,Mixed,Under 35,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,PDS,45-54,M,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,TDS,45-54,F,3
2012-13,4.Clinical Commissioning Group,Y63,Q72,03Q,TDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03R,GDS,45-54,F,7
2012-13,4.Clinical Commissioning Group,Y63,Q72,03R,GDS,55+,F,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,03R,Mixed,Under 35,M,9
2012-13,4.Clinical Commissioning Group,Y63,Q72,03R,TDS,45-54,M,2
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,GDS,55+,F,6
2012-13,4.Clinical Commissioning Group,Y63,Q72,15F,Mixed,35-44,M,2
